OrderID,CustomerID,OrderDate,ProductID,Item Name,Brand,Category,Quantity,Base Price,TotalPrice,Description
10000,U001,1/1/2024,P0299,Great Value Petite Red Potatoes 3lb,Great Value,Produce,2,2.98,2.982.98,3lb petite red potatoes
10000,U001,1/1/2024,P0568,Great Value Rising Crust Three Meat Pizza 58.2oz,Great Value,Frozen,1,8.98,8.98,2-pack three meat pizza
10000,U001,1/1/2024,P0554,Tyson Chicken Tenders 50oz,Tyson,Meat,1,13.98,13.98,50oz chicken tenders
10000,U001,1/1/2024,P0072,Clorox Splash-Less Bleach 121oz,Clorox,Household,1,4.98,4.98,121oz bleach
10000,U001,1/1/2024,P0146,Marketside Organic Blackberries 6oz,Marketside,Produce,1,3.98,3.98,6oz organic blackberries
10000,U001,1/1/2024,P0484,Quaker Chewy Granola Bars Variety Pack 24ct,Quaker,Snacks,1,5.98,5.98,24ct granola bars
10000,U001,1/1/2024,P0124,Tyson Chicken Wing Sections 4lb,Tyson,Meat,1,11.98,11.98,4lb chicken wings
10000,U001,1/1/2024,P0257,Great Value Crunchy Almond Butter 12oz,Great Value,Pantry,2,5.98,5.985.98,12oz crunchy almond butter
10000,U001,1/1/2024,P0372,Marketside Organic Grape Tomatoes 10oz,Marketside,Produce,1,2.98,2.98,10oz organic grape tomatoes
10000,U001,1/1/2024,P0067,Great Value Colby Jack Cheese Sticks 12ct,Great Value,Dairy,1,3.28,3.28,12ct cheese sticks
10000,U001,1/1/2024,P0579,Great Value Barbecue Potato Chips 16oz,Great Value,Snacks,1,2.98,2.98,16oz barbecue chips
10000,U001,1/1/2024,P0861,Great Value Large Brown Eggs 72ct,Great Value,Dairy,2,13.98,13.9813.98,72ct brown eggs
10000,U001,1/1/2024,P0586,Land O Lakes Cinnamon Sugar Butter Spread 13oz,Land O Lakes,Dairy,2,5.98,5.985.98,13oz cinnamon sugar butter
10000,U001,1/1/2024,P0704,Coca-Cola Diet Soda 36pk 12oz Cans,Coca-Cola,Beverages,1,15.98,15.98,36-pack Diet Coke
10000,U001,1/1/2024,P0777,Great Value Natural Crunchy Almond Butter 48oz,Great Value,Pantry,1,23.98,23.98,48oz crunchy almond butter
10000,U001,1/1/2024,P0498,Marketside Organic Blueberries 18oz,Marketside,Produce,1,6.98,6.98,18oz organic blueberries
10000,U001,1/1/2024,P0093,Great Value Lactose Free Milk 0.5 gal,Great Value,Dairy,1,2.48,2.48,0.5 gallon lactose free milk
10000,U001,1/1/2024,P0614,Pepsi Mango Soda 12pk 12oz Cans,Pepsi,Beverages,1,5.98,5.98,12-pack Mango Pepsi
10000,U001,1/1/2024,P0264,Tyson All Natural Chicken Thighs 2.5lb,Tyson,Meat,1,4.97,4.97,2.5lb chicken thighs
10000,U001,1/1/2024,P0951,Great Value Extra Large White Eggs 72ct,Great Value,Dairy,1,13.98,13.98,72ct extra large eggs
10000,U001,1/1/2024,P0268,Marketside Organic Red Seedless Grapes 2lb,Marketside,Produce,1,5.98,5.98,2lb organic red grapes
10000,U001,1/1/2024,P0245,Great Value Penne Rigate Pasta 16oz,Great Value,Pantry,1,1,1,16oz penne rigate
10000,U001,1/1/2024,P0963,Great Value Grape Juice 512oz,Great Value,Beverages,2,17.98,17.9817.98,512oz grape juice
10000,U001,1/1/2024,P0265,Oscar Mayer Selects Uncured Angus Beef Franks 14oz,Oscar Mayer,Meat,1,4.48,4.48,14oz beef franks
10000,U001,1/1/2024,P0758,Marketside Organic Green Grapes 8lb,Marketside,Produce,2,23.98,23.9823.98,8lb organic green grapes
10000,U001,1/1/2024,P0818,Great Value Rising Crust Canadian Bacon Pizza 55oz,Great Value,Frozen,2,7.98,7.987.98,2-pack Canadian bacon pizza
10000,U001,1/1/2024,P0652,Arm & Hammer Baking Soda 64oz,Arm & Hammer,Pantry,1,3.98,3.98,64oz baking soda
10000,U001,1/1/2024,P0455,Oscar Mayer Deli Fresh Honey Ham 9oz,Oscar Mayer,Meat,3,4.48,4.484.484.48,9oz honey ham
10000,U001,1/1/2024,P0508,Great Value Rising Crust Pepperoni Pizza 27.5oz,Great Value,Frozen,1,3.98,3.98,Frozen pepperoni pizza
10000,U001,1/1/2024,P0461,Great Value Large Brown Eggs 18ct,Great Value,Dairy,1,3.28,3.28,18ct brown eggs
10000,U001,1/1/2024,P0481,Marketside Organic Baby Arugula 5oz,Marketside,Produce,1,3.98,3.98,5oz organic baby arugula
10000,U001,1/1/2024,P0589,Great Value Yukon Gold Potatoes 6lb,Great Value,Produce,1,5.98,5.98,6lb Yukon Gold potatoes
10000,U001,1/1/2024,P0062,Marketside Mini Sweet Peppers 16oz,Marketside,Produce,1,3.47,3.47,16oz mini sweet peppers
10001,U001,2/1/2024,P0803,Great Value Vanilla Almond Milk 0.5 gal,Great Value,Dairy,1,2.68,2.68,0.5 gallon vanilla almond milk
10001,U001,2/1/2024,P0521,Great Value Large White Eggs 60ct,Great Value,Dairy,1,9.98,9.98,60ct large white eggs
10001,U001,2/1/2024,P0003,Great Value White Sandwich Bread 20oz,Great Value,Bakery,1,1.48,1.48,White sandwich bread loaf
10001,U001,2/1/2024,P0666,Land O Lakes Spreadable Butter with Olive Oil 24oz,Land O Lakes,Dairy,1,6.98,6.98,24oz spreadable butter
10001,U001,2/1/2024,P0738,Great Value Rising Crust Cheese Pizza 55oz,Great Value,Frozen,1,7.98,7.98,2-pack cheese pizza
10001,U001,2/1/2024,P0579,Great Value Barbecue Potato Chips 16oz,Great Value,Snacks,2,2.98,2.982.98,16oz barbecue chips
10001,U001,2/1/2024,P0086,Marketside Red Onions 3lb Bag,Marketside,Produce,3,2.98,2.982.982.98,3lb bag red onions
10001,U001,2/1/2024,P0084,Quaker Rice Crisps Caramel 3.52oz,Quaker,Snacks,1,2.38,2.38,3.52oz caramel rice crisps
10001,U001,2/1/2024,P0754,Tyson Chicken Tenders 100oz,Tyson,Meat,3,27.98,27.9827.9827.98,100oz chicken tenders
10001,U001,2/1/2024,P0733,Great Value Pineapple Juice 184oz,Great Value,Beverages,1,7.98,7.98,184oz pineapple juice
10001,U001,2/1/2024,P0021,Marketside Bananas Bunch,Marketside,Produce,1,1.18,1.18,Bunch of bananas
10001,U001,2/1/2024,P0149,Great Value Cheddar & Sour Cream Potato Chips 8oz,Great Value,Snacks,1,1.68,1.68,8oz cheddar & sour cream chips
10001,U001,2/1/2024,P0052,Arm & Hammer Baking Soda 16oz,Arm & Hammer,Pantry,1,0.98,0.98,16oz baking soda
10001,U001,2/1/2024,P0113,Great Value Cut Green Beans 14.5oz,Great Value,Canned Goods,1,0.5,0.5,14.5oz green beans
10001,U001,2/1/2024,P0374,Tyson Grilled & Ready Chicken Breast Fillets 22oz,Tyson,Meat,2,7.98,7.987.98,22oz grilled chicken fillets
10001,U001,2/1/2024,P0063,Great Value Fat Free Milk 1 gal,Great Value,Dairy,3,3.19,3.193.193.19,1 gallon fat free milk
10001,U001,2/1/2024,P0868,Marketside Organic Green Seedless Grapes 8lb,Marketside,Produce,1,23.98,23.98,8lb organic green grapes
10001,U001,2/1/2024,P0711,Marketside Organic Romaine Hearts 12ct,Marketside,Produce,1,14.98,14.98,12ct organic romaine hearts
10001,U001,2/1/2024,P0589,Great Value Yukon Gold Potatoes 6lb,Great Value,Produce,1,5.98,5.98,6lb Yukon Gold potatoes
10001,U001,2/1/2024,P0073,Great Value Cranberry Juice Cocktail 64oz,Great Value,Beverages,1,2.18,2.18,64oz cranberry juice
10001,U001,2/1/2024,P0508,Great Value Rising Crust Pepperoni Pizza 27.5oz,Great Value,Frozen,1,3.98,3.98,Frozen pepperoni pizza
10001,U001,2/1/2024,P0444,Pepsi Caffeine Free Soda 12pk 12oz Cans,Pepsi,Beverages,2,5.98,5.985.98,12-pack caffeine free Pepsi
10001,U001,2/1/2024,P0427,Great Value Natural Almond Butter 12oz,Great Value,Pantry,2,5.98,5.985.98,12oz natural almond butter
10001,U001,2/1/2024,P0953,Great Value Skim Milk 8 gal,Great Value,Dairy,1,25.52,25.52,8 gallons skim milk
10001,U001,2/1/2024,P0258,Smucker's Natural Strawberry Fruit Spread 17.25oz,Smucker's,Pantry,1,3.48,3.48,17.25oz strawberry fruit spread
10001,U001,2/1/2024,P0923,Great Value 2% Reduced Fat Milk 8 gal,Great Value,Dairy,1,25.52,25.52,8 gallons 2% milk
10001,U001,2/1/2024,P0608,Marketside Organic Strawberries 12oz,Marketside,Produce,1,3.98,3.98,12oz organic strawberries
10001,U001,2/1/2024,P0112,Arm & Hammer Odor Blasters Laundry Detergent 122.5oz,Arm & Hammer,Household,1,8.98,8.98,122.5oz detergent
10001,U001,2/1/2024,P0256,Marketside Organic Strawberries 8oz,Marketside,Produce,1,2.98,2.98,8oz organic strawberries
10001,U001,2/1/2024,P0533,Great Value Pineapple Juice 92oz,Great Value,Beverages,1,4.18,4.18,92oz pineapple juice
10001,U001,2/1/2024,P0667,Great Value Pepper Jack Cheese Slices 24ct,Great Value,Dairy,1,4.44,4.44,24ct pepper jack cheese slices
10001,U001,2/1/2024,P0829,Great Value Classic Potato Chips 32oz,Great Value,Snacks,1,5.98,5.98,32oz classic potato chips
10001,U001,2/1/2024,P0011,Equate Invisible Solid Antiperspirant Deodorant 2.6oz,Equate,Personal Care,2,1.98,1.981.98,2.6oz deodorant stick
10001,U001,2/1/2024,P0993,Great Value Apple Cider 512oz,Great Value,Beverages,2,23.98,23.9823.98,512oz apple cider
10001,U001,2/1/2024,P0899,Great Value Yukon Gold Potatoes 40lb,Great Value,Produce,1,24.98,24.98,40lb Yukon Gold potatoes
10001,U001,2/1/2024,P0305,Great Value Bowtie Pasta 12oz,Great Value,Pantry,3,1,111,12oz bowtie pasta
10001,U001,2/1/2024,P0186,Land O Lakes Cinnamon Sugar Butter Spread 6.5oz,Land O Lakes,Dairy,3,2.98,2.982.982.98,6.5oz cinnamon sugar butter
10001,U001,2/1/2024,P0157,Great Value Swiss Cheese Slices 12ct,Great Value,Dairy,2,2.22,2.222.22,12ct Swiss cheese slices
10001,U001,2/1/2024,P0291,Great Value Extra Large White Eggs 18ct,Great Value,Dairy,1,3.48,3.48,18ct extra large eggs
10001,U001,2/1/2024,P0189,Great Value Yukon Gold Potatoes 3lb,Great Value,Produce,3,2.98,2.982.982.98,3lb Yukon Gold potatoes
10001,U001,2/1/2024,P0553,Great Value Skim Milk 2 gal,Great Value,Dairy,2,6.38,6.386.38,2 gallons skim milk
10001,U001,2/1/2024,P0639,Great Value Sweet Potatoes 10lb,Great Value,Produce,3,6.98,6.986.986.98,10lb sweet potatoes
10001,U001,2/1/2024,P0153,Great Value Skim Milk 1 gal,Great Value,Dairy,1,3.19,3.19,1 gallon skim milk
10001,U001,2/1/2024,P0205,Oscar Mayer Angus Beef Uncured Franks 14oz,Oscar Mayer,Meat,1,4.48,4.48,14oz beef franks
10001,U001,2/1/2024,P0749,Great Value Cheddar & Sour Cream Potato Chips 32oz,Great Value,Snacks,1,5.98,5.98,32oz cheddar & sour cream chips
10001,U001,2/1/2024,P0434,Tyson Grilled Chicken Breast Strips 16oz,Tyson,Meat,1,5.98,5.98,16oz grilled chicken breast strips
10001,U001,2/1/2024,P0275,Great Value Rotini Pasta 16oz,Great Value,Pantry,1,1,1,16oz rotini pasta
10001,U001,2/1/2024,P0726,Land O Lakes Butter with Canola Oil 60oz,Land O Lakes,Dairy,1,15.98,15.98,60oz butter with canola oil
10001,U001,2/1/2024,P0109,Colgate Optic White Toothpaste 3.2oz,Colgate,Personal Care,1,3.96,3.96,3.2oz whitening toothpaste
10001,U001,2/1/2024,P0633,Great Value Almond Milk Vanilla 0.5 gal,Great Value,Dairy,1,2.68,2.68,0.5 gallon vanilla almond milk
10001,U001,2/1/2024,P0492,Marketside Organic Cherry Tomatoes 10oz,Marketside,Produce,1,2.98,2.98,10oz organic cherry tomatoes
10001,U001,2/1/2024,P0495,Oscar Mayer Selects Natural Uncured Turkey Franks 14oz,Oscar Mayer,Meat,1,3.98,3.98,14oz natural turkey franks
10001,U001,2/1/2024,P0202,Marketside Organic Baby Spinach 5oz,Marketside,Produce,1,3.48,3.48,5oz organic baby spinach
10001,U001,2/1/2024,P0777,Great Value Natural Crunchy Almond Butter 48oz,Great Value,Pantry,1,23.98,23.98,48oz crunchy almond butter
10001,U001,2/1/2024,P0865,Oscar Mayer Selects Uncured Angus Beef Hot Dogs 56oz,Oscar Mayer,Meat,1,16.98,16.98,56oz angus beef hot dogs
10001,U001,2/1/2024,P0928,Marketside Organic Red Grapes 16lb,Marketside,Produce,2,47.98,47.9847.98,16lb organic red grapes
10001,U001,2/1/2024,P0168,Great Value Rising Crust Three Meat Pizza 29.1oz,Great Value,Frozen,2,4.98,4.984.98,Frozen three meat pizza
10002,U001,3/1/2024,P0263,Great Value Lactose Free Whole Milk 0.5 gal,Great Value,Dairy,3,2.48,2.482.482.48,0.5 gallon lactose free milk
10002,U001,3/1/2024,P0321,Great Value Organic Large White Eggs 12ct,Great Value,Dairy,1,3.98,3.98,12ct organic white eggs
10002,U001,3/1/2024,P0003,Great Value White Sandwich Bread 20oz,Great Value,Bakery,1,1.48,1.48,White sandwich bread loaf
10002,U001,3/1/2024,P0857,Great Value Creamy Almond Butter 48oz,Great Value,Pantry,1,23.98,23.98,48oz creamy almond butter
10002,U001,3/1/2024,P0587,Great Value Pepper Jack Cheese Block 16oz,Great Value,Dairy,1,3.98,3.98,16oz pepper jack cheese block
10002,U001,3/1/2024,P0689,Great Value Sour Cream & Onion Potato Chips 16oz,Great Value,Snacks,2,2.98,2.982.98,16oz sour cream & onion chips
10002,U001,3/1/2024,P0229,Great Value Sour Cream & Onion Potato Chips 8oz,Great Value,Snacks,1,1.68,1.68,8oz sour cream & onion chips
10002,U001,3/1/2024,P0084,Quaker Rice Crisps Caramel 3.52oz,Quaker,Snacks,3,2.38,2.382.382.38,3.52oz caramel rice crisps
10002,U001,3/1/2024,P0685,Oscar Mayer Deli Fresh Rotisserie Chicken Breast 18oz,Oscar Mayer,Meat,1,7.98,7.98,18oz rotisserie chicken breast
10002,U001,3/1/2024,P0533,Great Value Pineapple Juice 92oz,Great Value,Beverages,1,4.18,4.18,92oz pineapple juice
10002,U001,3/1/2024,P0021,Marketside Bananas Bunch,Marketside,Produce,2,1.18,1.181.18,Bunch of bananas
10002,U001,3/1/2024,P0156,Land O Lakes Butter with Canola Oil 15oz,Land O Lakes,Dairy,2,3.98,3.983.98,15oz butter with canola oil
10002,U001,3/1/2024,P0735,Great Value Penne Rigate Pasta 48oz,Great Value,Pantry,1,2.88,2.88,48oz penne rigate
10002,U001,3/1/2024,P0651,Marketside Organic Roma Tomatoes 4lb,Marketside,Produce,2,7.98,7.987.98,4lb organic roma tomatoes
10002,U001,3/1/2024,P0807,Great Value Cheddar Jack Cheese Slices 32ct,Great Value,Dairy,2,4.44,4.444.44,32ct cheddar jack cheese slices
10002,U001,3/1/2024,P0043,Great Value Apple Juice 64oz,Great Value,Beverages,1,1.98,1.98,64oz apple juice
10002,U001,3/1/2024,P0583,Great Value 2% Reduced Fat Milk 1.5 gal,Great Value,Dairy,1,4.78,4.78,1.5 gallons 2% milk
10002,U001,3/1/2024,P0838,Marketside Organic Black Seedless Grapes 8lb,Marketside,Produce,2,22.98,22.9822.98,8lb organic black grapes
10002,U001,3/1/2024,P0406,Land O Lakes Unsalted Butter Half Sticks 16oz,Land O Lakes,Dairy,1,4.18,4.18,16oz unsalted butter half sticks
10002,U001,3/1/2024,P0938,Great Value Rising Crust Cheese Pizza 110oz,Great Value,Frozen,1,15.98,15.98,4-pack cheese pizza
10002,U001,3/1/2024,P0236,Land O Lakes Whipped Butter 8oz,Land O Lakes,Dairy,1,2.98,2.98,8oz whipped butter
10002,U001,3/1/2024,P0098,Marketside Organic Blueberries 6oz,Marketside,Produce,3,3.98,3.983.983.98,6oz organic blueberries
10002,U001,3/1/2024,P0175,Oscar Mayer Smoked Ham 16oz,Oscar Mayer,Meat,1,4.98,4.98,16oz smoked ham
10002,U001,3/1/2024,P0661,Great Value Large Brown Eggs 36ct,Great Value,Dairy,1,6.98,6.98,36ct brown eggs
10002,U001,3/1/2024,P0933,Great Value Pineapple Juice 368oz,Great Value,Beverages,1,15.98,15.98,368oz pineapple juice
10002,U001,3/1/2024,P0022,Arm & Hammer Clean Burst Laundry Detergent 144.5oz,Arm & Hammer,Household,1,8.98,8.98,144.5oz laundry detergent
10002,U001,3/1/2024,P0781,Great Value Organic Large White Eggs 48ct,Great Value,Dairy,2,15.98,15.9815.98,48ct organic white eggs
10002,U001,3/1/2024,P0875,Great Value Linguine Pasta 48oz,Great Value,Pantry,1,2.88,2.88,48oz linguine pasta
10002,U001,3/1/2024,P0831,Great Value Cage Free Large Brown Eggs 48ct,Great Value,Dairy,1,11.98,11.98,48ct cage free brown eggs
10002,U001,3/1/2024,P0965,Great Value Bowtie Pasta 96oz,Great Value,Pantry,1,5.88,5.88,96oz bowtie pasta
10002,U001,3/1/2024,P0134,Coca-Cola Diet Soda 12pk 12oz Cans,Coca-Cola,Beverages,1,5.98,5.98,12-pack Diet Coke cans
10002,U001,3/1/2024,P0388,Great Value Thin Crust Supreme Pizza 14.05oz,Great Value,Frozen,1,2.78,2.78,Frozen supreme pizza
10002,U001,3/1/2024,P0901,Equate Beauty Oil-Free Eye Makeup Remover 16oz,Equate,Personal Care,3,13.97,13.9713.9713.97,16oz oil-free eye makeup remover
10002,U001,3/1/2024,P0495,Oscar Mayer Selects Natural Uncured Turkey Franks 14oz,Oscar Mayer,Meat,1,3.98,3.98,14oz natural turkey franks
10002,U001,3/1/2024,P0519,Great Value Original Potato Chips 16oz,Great Value,Snacks,2,2.98,2.982.98,16oz potato chips
10002,U001,3/1/2024,P0856,Marketside Organic Raspberries 48oz,Marketside,Produce,2,19.98,19.9819.98,48oz organic raspberries
10002,U001,3/1/2024,P0095,Oscar Mayer Honey Ham 16oz,Oscar Mayer,Meat,1,4.98,4.98,16oz honey ham
10002,U001,3/1/2024,P0104,Coca-Cola Cherry Soda 12pk 12oz Cans,Coca-Cola,Beverages,2,5.98,5.985.98,12-pack cherry Coke cans
10002,U001,3/1/2024,P0926,Land O Lakes Butter with Canola Oil 120oz,Land O Lakes,Dairy,1,31.98,31.98,120oz butter with canola oil
10002,U001,3/1/2024,P0294,Tyson Chicken Tenders 25oz,Tyson,Meat,2,7.98,7.987.98,25oz chicken tenders
10002,U001,3/1/2024,P0454,Quaker Chewy S'mores Granola Bars 8ct,Quaker,Snacks,1,2.34,2.34,8ct s'mores granola bars
10002,U001,3/1/2024,P0929,Great Value Red Potatoes 80lb,Great Value,Produce,2,49.98,49.9849.98,80lb red potatoes
10002,U001,3/1/2024,P0904,Coca-Cola Diet Soda 72pk 12oz Cans,Coca-Cola,Beverages,1,31.98,31.98,72-pack Diet Coke
10002,U001,3/1/2024,P0866,Land O Lakes Spreadable Butter with Olive Oil 48oz,Land O Lakes,Dairy,1,13.98,13.98,48oz spreadable butter
10002,U001,3/1/2024,P0304,Pepsi Wild Cherry 12pk 12oz Cans,Pepsi,Beverages,1,5.98,5.98,12-pack Wild Cherry Pepsi
10002,U001,3/1/2024,P0324,Tyson Chicken Nuggets 32oz,Tyson,Meat,2,6.98,6.986.98,32oz chicken nuggets
10002,U001,3/1/2024,P0635,Oscar Mayer Selects Natural Uncured Beef Franks 28oz,Oscar Mayer,Meat,1,8.98,8.98,28oz natural beef franks
10002,U001,3/1/2024,P0444,Pepsi Caffeine Free Soda 12pk 12oz Cans,Pepsi,Beverages,1,5.98,5.98,12-pack caffeine free Pepsi
10002,U001,3/1/2024,P0328,Marketside Organic Green Onions Bunch,Marketside,Produce,1,1.48,1.48,Bunch of green onions
10002,U001,3/1/2024,P0333,Great Value Apple Cider 64oz,Great Value,Beverages,2,2.98,2.982.98,64oz apple cider
10002,U001,3/1/2024,P0322,Marketside Organic Rainbow Baby Carrots 12oz,Marketside,Produce,1,2.98,2.98,12oz rainbow carrots
10002,U001,3/1/2024,P0225,Oscar Mayer Deli Fresh Smoked Turkey Breast 9oz,Oscar Mayer,Meat,1,4.48,4.48,9oz smoked turkey breast
10002,U001,3/1/2024,P0004,Oscar Mayer Naturally Hardwood Smoked Bacon 16oz,Oscar Mayer,Meat,2,6.98,6.986.98,16oz smoked bacon
10002,U001,3/1/2024,P0794,Coca-Cola Vanilla Soda 48pk 12oz Cans,Coca-Cola,Beverages,1,21.98,21.98,48-pack Vanilla Coke
10002,U001,3/1/2024,P0299,Great Value Petite Red Potatoes 3lb,Great Value,Produce,1,2.98,2.98,3lb petite red potatoes
10002,U001,3/1/2024,P0914,Quaker Chewy Chocolate Chip Granola Bars 144ct,Quaker,Snacks,1,39.98,39.98,144ct granola bars
10002,U001,3/1/2024,P0556,Land O Lakes Butter with Canola Oil 30oz,Land O Lakes,Dairy,2,7.98,7.987.98,30oz butter with canola oil
10003,U001,4/1/2024,P0553,Great Value Skim Milk 2 gal,Great Value,Dairy,1,6.38,6.38,2 gallons skim milk
10003,U001,4/1/2024,P0401,Great Value Cage Free Large Brown Eggs 12ct,Great Value,Dairy,1,3.48,3.48,12ct cage free brown eggs
10003,U001,4/1/2024,P0003,Great Value White Sandwich Bread 20oz,Great Value,Bakery,1,1.48,1.48,White sandwich bread loaf
10003,U001,4/1/2024,P0224,Quaker Chewy Peanut Butter Chocolate Chip Bars 8ct,Quaker,Snacks,3,2.34,2.342.342.34,8ct peanut butter chocolate chip bars
10003,U001,4/1/2024,P0738,Great Value Rising Crust Cheese Pizza 55oz,Great Value,Frozen,1,7.98,7.98,2-pack cheese pizza
10003,U001,4/1/2024,P0859,Great Value Classic Rippled Potato Chips 32oz,Great Value,Snacks,1,5.98,5.98,32oz rippled potato chips
10003,U001,4/1/2024,P0086,Marketside Red Onions 3lb Bag,Marketside,Produce,1,2.98,2.98,3lb bag red onions
10003,U001,4/1/2024,P0084,Quaker Rice Crisps Caramel 3.52oz,Quaker,Snacks,2,2.38,2.382.38,3.52oz caramel rice crisps
10003,U001,4/1/2024,P0864,Tyson All Natural Chicken Thighs 10lb,Tyson,Meat,2,19.98,19.9819.98,10lb chicken thighs
10003,U001,4/1/2024,P0843,Great Value Cranberry Apple Juice 256oz,Great Value,Beverages,1,8.98,8.98,256oz cranberry apple juice
10003,U001,4/1/2024,P0021,Marketside Bananas Bunch,Marketside,Produce,1,1.18,1.18,Bunch of bananas
10003,U001,4/1/2024,P0735,Great Value Penne Rigate Pasta 48oz,Great Value,Pantry,1,2.88,2.88,48oz penne rigate
10003,U001,4/1/2024,P0971,Marketside Organic Roma Tomatoes 16lb,Marketside,Produce,1,31.98,31.98,16lb organic roma tomatoes
10003,U001,4/1/2024,P0979,Great Value Barbecue Potato Chips 64oz,Great Value,Snacks,1,11.98,11.98,64oz barbecue chips
10003,U001,4/1/2024,P0674,Coca-Cola Orange Vanilla Soda 24pk 12oz Cans,Coca-Cola,Beverages,2,10.98,10.9810.98,24-pack Orange Vanilla Coke
10003,U001,4/1/2024,P0024,Quaker Old Fashioned Oats 42oz,Quaker,Pantry,1,4.98,4.98,42oz oats canister
